document,line,disposition,findings,review_note,source_text
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,177,structural,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.",
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,178,finding,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.","- [ ] Write `test/recovery-cron.test.ts` with more than ten eligible rows, three rows in one account, simultaneous crons, account revocation, an expired lease response, indexing lag and the fixed 24-hour cutoff. Assert next-run fairness and no starvation by sorting due time then creation/id."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,179,finding,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.","- [ ] Capture red tests. Claim each read lease transactionally, using a random token; check qualification before Google access. Persist backoff rather than sleeping. Retain unknown state and reserved-handle semantics at the deadline; do not rewrite it as failed-safe."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,180,finding,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.","- [ ] Add `probeSession(env: Env, deps: Deps, binding: RecoveryBinding, budget: RecoveryBudget): Promise<SessionStatus>` in `google/resumable.ts`, loading/decrypting its URL from the bound row and sharing the request budget. Implement these status probes first where qualified; confirmed final results pass Task 4's settlement. Incomplete/expired sessions may fall back to exact message evidence within budget. No code path sends a nonempty MIME body during Phase A recovery."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,181,finding,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.","- [ ] Test that generic staging transfers, label creation, draft writes and legacy rows are excluded. Preserve the existing `recoverUploads` call and its quota/debt behavior."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,182,finding,F02 F05 F06 F07,"Scheduler depends on unresolved token, evidence and request contracts.","- [ ] Run cron, reconciliation, session and settlement suites; commit `feat(recovery): schedule bounded delivery observation`."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,183,structural,F08 F12,Fault and live harness implementation is incomplete.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,184,structural,F08 F12,Fault and live harness implementation is incomplete.,## Task 6: Establish the fault matrix and provider qualification harness
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,185,structural,F08 F12,Fault and live harness implementation is incomplete.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,186,finding,F08 F12,Fault and live harness implementation is incomplete.,"Create `worker/test/recovery-faults.test.ts`, `scripts/qualification/preflight.ts`, `scripts/qualification/preflight.test.ts`, `docs/runbooks/release-qualification.md` and `docs/superpowers/reviews/2026-09-13-plan-5-evidence.md`. Give the preflight tests an explicit package test command so the root gate runs them; do not leave tests outside workspace discovery."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,187,structural,F08 F12,Fault and live harness implementation is incomplete.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,188,finding,F08 F12,Fault and live harness implementation is incomplete.,"- [ ] Add deterministic test-only fault injection through the existing dependency seam, defaulting to a no-op in production. Name checkpoints `operation_bound`, `reserved`, `mime_started`, `headers_opened`, `body_partial`, `gmail_committed`, `response_received`, `settlement_started`, `settlement_committed`. Never expose a public fault route."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,189,finding,F08 F12,Fault and live harness implementation is incomplete.,"- [ ] Inject a failure at each checkpoint for media, multipart, resumable send and draft send. Assert Gmail mutation count at most one, plus operation/pending/handle/key/audit outcomes. Model provider success followed by a lost response, not just a synthetic HTTP 500 before success."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,190,finding,F08 F12,Fault and live harness implementation is incomplete.,"- [ ] Implement qualification preflight requiring exact HTTPS origin, expected revision, scratch sender/recipient allowlist and explicit live-run mode. Tests must prove preflight refuses incomplete settings before fetching tokens or sending. Store credentials via the protected runner secret facility/private native channel, never args or result artifacts."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,191,finding,F08 F12,Fault and live harness implementation is incomplete.,"- [ ] Define evidence records as `{case_id, revision, environment, mode, result, command, timestamp, artifact_sha256, limitation}`. Results are `pass`, `fail`, `not_run`. Credentials and raw mailbox data stay in private storage outside the repo."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,192,finding,F08 F12,Fault and live harness implementation is incomplete.,"- [ ] Document live Message-ID tests separately for generated sends and existing drafts, bounded search polling, provider session paths and status codes, token revoke, reply threading and attachment hashes. Execute them only after the owner authorizes the concrete scratch target and recipients. Record unavailability as not-run."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,193,finding,F08 F12,Fault and live harness implementation is incomplete.,- [ ] Run `npm run verify` and `npm run verify:native`; commit `test(recovery): cover crash boundaries and qualification preflight`.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,194,structural,F03 F04 F09 F12,Continuation requirements remain gated and need a concrete writer protocol.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,195,structural,F03 F04 F09 F12,Continuation requirements remain gated and need a concrete writer protocol.,## Task 7: Produce and execute the gated Phase B subplan
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,196,structural,F03 F04 F09 F12,Continuation requirements remain gated and need a concrete writer protocol.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,197,finding,F03 F04 F09 F12,Continuation requirements remain gated and need a concrete writer protocol.,This task is intentionally conditional. Do not substitute an automatic restart for resumable recovery.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,198,structural,F03 F04 F09 F12,Continuation requirements remain gated and need a concrete writer protocol.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,199,finding,F03 F04 F09 F12,Continuation requirements remain gated and need a concrete writer protocol.,"- [ ] Read Task 6's actual session path, completion response and range evidence. If absent, record Phase B as blocked on provider qualification and continue independent documentation/native checks."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,200,finding,F03 F04 F09 F12,Continuation requirements remain gated and need a concrete writer protocol.,"- [ ] Create `2026-09-13-plan-5b-resumable-continuation.md` with exact chunk format and encryption/AAD, manifest schema, reservation transactions, known-writer termination proof, range read APIs, and migration number chosen after the current schema. Include executable tests for each boundary before production steps."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,201,finding,F03 F04 F09 F12,Continuation requirements remain gated and need a concrete writer protocol.,"- [ ] Require one immutable MIME serialization, shared byte budgets including encryption overhead, 24-hour retention, one retained MIME per owner, one global writer/materializer and at most three total byte requests. Include R2 late-write cleanup debt and account-version invalidation tests."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,202,finding,F03 F04 F09 F12,Continuation requirements remain gated and need a concrete writer protocol.,"- [ ] Review the subplan against the design's five Phase B conditions. Implement only an approved concrete subplan; if safety evidence remains unavailable, deliver Phase A with Phase B explicitly incomplete."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,203,structural,F12,Qualification gates need procedures and numeric pass/stop criteria.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,204,structural,F12,Qualification gates need procedures and numeric pass/stop criteria.,"## Task 8: Qualify clients, resources and release readiness"
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,205,structural,F12,Qualification gates need procedures and numeric pass/stop criteria.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,206,finding,F12,Qualification gates need procedures and numeric pass/stop criteria.,This work can proceed independently of Phase B when its target is authorized. It must not silently mark continuation or production readiness complete.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,207,structural,F12,Qualification gates need procedures and numeric pass/stop criteria.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,208,finding,F12,Qualification gates need procedures and numeric pass/stop criteria.,- [ ] Add native CI on an actually compatible runner; assert macOS version and filesystem support before the Swift gate. Keep untrusted PRs away from credentialed/self-hosted runners. Record the native gate as unavailable if no compatible runner exists.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,209,finding,F12,Qualification gates need procedures and numeric pass/stop criteria.,"- [ ] Measure exact 25 MiB send and download through Gmail, encoded MIME size, digest and resource results. Test empty attachments and the exact 5 MiB media transition too. State whether memory evidence is isolate profiling or only resource-error observation."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,210,finding,F12,Qualification gates need procedures and numeric pass/stop criteria.,"- [ ] Exercise Claude Code URL approval, Desktop link/execute_pending, claude.ai link/execute_pending, companion allow/ask stage and save, client timeout continuation and logout/login. Record exact client versions; do not infer installed-client behavior from SDK transport tests."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,211,finding,F12,Qualification gates need procedures and numeric pass/stop criteria.,"- [ ] Exercise real Keychain access, interruption recovery and physical power-loss save publication on a scratch volume with synthetic fixtures. Record tests that cannot run as not-run."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,212,finding,F08 F13,Binding and rollback do not specify in-flight epochs.,"- [ ] Bind passing recovery qualification modes to the tested origin/revision/account/version only. Recheck disabled-mode behavior, rollback with persisted journal/debt and compatibility with migrations before a release decision."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,213,reviewed_no_finding,,Docs accuracy and final verification steps are appropriate.,"- [ ] Update the original spec's stronger draft evidence rule, README, SECURITY, architecture and both runbooks from demonstrated behavior. Keep pre-release status whenever any required release gate is open."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,214,reviewed_no_finding,,Docs accuracy and final verification steps are appropriate.,"- [ ] Run final `npm run verify`, `npm run verify:native` and `git diff --check`; inspect secret/scope checks and exact revision. Commit locally. Push, merge and deployment follow the owner's authorization for this implementation, not authorization from a previous release."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,215,structural,F01 F04 F05 F13,Completion laws need the corresponding counterexample tests.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,216,structural,F01 F04 F05 F13,Completion laws need the corresponding counterexample tests.,## Review checklist and completion labels
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,217,structural,F01 F04 F05 F13,Completion laws need the corresponding counterexample tests.,
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,218,finding,F01 F04 F05 F13,Completion laws need the corresponding counterexample tests.,"- [ ] A missing search result, expired session or dead lease never causes a new send."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,219,finding,F01 F04 F05 F13,Completion laws need the corresponding counterexample tests.,- [ ] Draft search cannot accept another message in the same thread.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,220,finding,F01 F04 F05 F13,Completion laws need the corresponding counterexample tests.,- [ ] Direct success and recovered success converge to the same one-time settlement.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,221,finding,F01 F04 F05 F13,Completion laws need the corresponding counterexample tests.,- [ ] Session URLs and persisted content remain private and owner/account/operation-bound.
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,222,finding,F06 F09,Record limits are promised but not defined.,"- [ ] Every retry, lease, record and byte limit has refusal and race coverage."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,223,reviewed_no_finding,,Separate phase completion labels are truthful.,"- [ ] Phase A implemented/tested, Phase B implemented/tested and release qualified are recorded separately."
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,224,structural,F12,"Self-review establishes source paths, not execution readiness.",
plans/2026-09-13-gmail-mcp-plan-5-recovery-and-release.md,225,finding,F12,"Self-review establishes source paths, not execution readiness.","Planning self-review: source paths above were checked against `6e78bc5`. New paths are explicitly listed. The design strengthens the original thread-only draft rule and adds safe session target handling. Phase B's unresolved provider behavior is a named evidence gate with a separate subplan, rather than invented transport guarantees. No live gate has been run by drafting this plan."
